Detalle Orden, Numero Orden, Producto ID, Linea Total, Cantidad, Descuento, Precio Unitario, Ganancia
4654,CA-2017-132647,1385,166.45,5,0,33.29,39.948
4655,CA-2017-159107,917,2.88,1,0,2.88,1.3536
4656,CA-2014-160738,1392,45.248,2,0.2,28.28,3.9592
4657,CA-2015-112130,520,59.904,2,0.2,37.44,14.2272
4658,CA-2015-112130,446,23.696,2,0.2,14.81,6.5164
4659,CA-2015-112130,1159,7.968,2,0.2,4.98,2.8884
4660,CA-2015-112130,451,18.2,7,0.2,3.25,2.0475
4661,CA-2015-112130,1500,27.552,3,0.2,11.48,-0.3444
4662,CA-2015-112130,100,844.116,6,0.3,200.98,-36.1764
4663,CA-2015-112130,1305,76.752,3,0.2,31.98,-9.594
4664,CA-2016-111409,982,3,1,0.2,3.75,1.05
4665,CA-2016-116232,803,7.506,9,0.7,2.78,-6.0048
4666,CA-2016-116232,960,16.56,2,0.2,10.35,5.796
4667,CA-2016-116547,140,79.92,4,0,19.98,34.3656
4668,CA-2016-116547,1527,69.98,2,0,34.99,13.2962
4669,US-2017-133200,752,11.06,10,0.8,5.53,-18.802
4670,US-2017-133200,10,623.4648,7,0.32,130.98,-119.1918
4671,US-2017-133200,1357,772.68,5,0.2,193.17,-57.951
4672,CA-2016-133550,396,283.14,4,0.1,78.65,72.358
4673,CA-2016-133550,1828,635.96,4,0,158.99,165.3496
4674,CA-2016-133550,1713,118.99,1,0,118.99,33.3172
4675,CA-2016-133550,241,272.94,3,0,90.98,30.0234
4676,CA-2017-139416,276,15.008,2,0.2,9.38,1.5008
4677,CA-2014-114510,701,33.088,4,0.2,10.34,11.1672
4678,CA-2014-114510,1316,80.98,1,0,80.98,3.2392
4679,CA-2014-114510,1599,82.8,12,0,6.9,6.624
4680,CA-2014-114510,1387,21.36,2,0,10.68,5.7672
4681,CA-2014-114510,762,62.048,2,0.2,38.78,20.1656
4682,CA-2016-169215,913,29.61,9,0,3.29,13.3245
4683,CA-2016-127698,1821,863.928,9,0.2,119.99,86.3928
4684,CA-2016-159912,364,241.92,4,0.4,100.8,-56.448
4685,CA-2016-159912,25,163.88,4,0.5,81.94,-81.94
4686,CA-2016-159912,724,3.486,2,0.7,5.81,-2.7888
4687,CA-2016-159912,901,10.584,7,0.2,1.89,-2.3814
4688,CA-2016-101987,1719,440.91,9,0,48.99,123.4548
4689,US-2017-154851,696,5.715,5,0.7,3.81,-4.7625
4690,CA-2014-138681,200,51.968,2,0.2,32.48,10.3936
4691,CA-2014-138681,1567,71.976,3,0.2,29.99,21.5928
4692,CA-2014-138681,132,242.352,3,0.2,100.98,-42.4116
4693,CA-2014-138681,1045,221.92,5,0.2,55.48,77.672
4694,CA-2014-138681,1212,8.448,2,0.2,5.28,2.64
4695,US-2015-138121,653,29.52,4,0,7.38,14.4648
4696,US-2015-138121,114,302.94,3,0,100.98,48.4704
4697,US-2015-138121,133,142.36,2,0,71.18,38.4372
4698,US-2015-138121,112,546.66,9,0,60.74,136.665
4699,US-2015-138121,214,212.13,3,0,70.71,14.8491
4700,CA-2017-140298,584,5.248,2,0.2,3.28,0.5904
4701,CA-2017-140298,1408,74.416,2,0.2,46.51,-14.8832
4702,CA-2017-140298,1227,6.848,2,0.2,4.28,2.14
4703,CA-2017-140298,206,7.996,1,0.6,19.99,-6.9965
4704,CA-2016-166240,416,8.712,2,0.8,21.78,-19.602
4705,CA-2016-158435,1423,65.17,7,0,9.31,18.8993
4706,CA-2016-158435,980,14.62,2,0,7.31,6.8714
4707,CA-2016-158435,281,173.24,4,0,43.31,17.324
4708,CA-2017-138149,763,895.92,5,0.2,223.98,302.373
4709,CA-2017-138149,1383,130.71,3,0,43.57,39.213
4710,CA-2017-138149,479,11.68,2,0,5.84,3.0368
4711,CA-2017-138149,1493,62.31,3,0,20.77,22.4316
4712,CA-2014-112403,778,0.852,1,0.7,2.84,-0.5964
4713,CA-2014-108273,1016,36.288,7,0.2,6.48,12.7008
4714,CA-2014-108273,214,56.568,2,0.6,70.71,-74.9526
4715,CA-2017-121643,1760,344.704,2,0.2,215.44,38.7792
4716,US-2015-122910,1695,201.584,2,0.2,125.99,20.1584
4717,CA-2017-143126,351,521.96,2,0,260.98,88.7332
4718,CA-2015-129042,526,8.22,3,0,2.74,2.2194
4719,CA-2015-109736,1253,45.36,7,0,6.48,21.7728
4720,CA-2015-142601,1380,947.17,7,0,135.31,9.4717
4721,CA-2015-142601,1052,61.96,2,0,30.98,27.882
4722,CA-2014-106229,340,268.935,3,0.5,179.29,-209.7693
4723,US-2017-135230,508,7.58,1,0,7.58,2.9562
4724,CA-2016-159653,1004,14.73,3,0,4.91,7.2177
4725,CA-2016-131968,753,9.888,2,0.7,16.48,-6.9216
4726,CA-2016-131968,397,671.544,3,0.2,279.81,50.3658
4727,CA-2014-119151,1394,1117.92,4,0,279.48,55.896
4728,CA-2014-119151,28,275.952,3,0.2,114.98,-37.9434
4729,CA-2014-123323,785,123.144,7,0.2,21.99,46.179
4730,CA-2016-124681,1472,15.576,3,0.2,6.49,3.3099
4731,US-2015-103996,1122,212.64,6,0,35.44,99.9408
4732,US-2015-103996,1114,9.87,3,0,3.29,4.5402
4733,US-2015-103996,1552,53.25,3,0,17.75,20.7675
4734,US-2015-103996,301,19.92,3,0,6.64,9.5616
4735,CA-2016-120530,56,658.746,3,0.1,243.98,146.388
4736,CA-2015-155054,845,8.26,2,0,4.13,3.8822
4737,CA-2015-155054,751,29.84,2,0,14.92,13.428
4738,CA-2015-155054,1568,67.98,2,0,33.99,14.9556
4739,CA-2015-105725,991,61.06,2,0,30.53,28.0876
4740,CA-2015-105725,330,35.544,1,0.2,44.43,-0.8886
4741,CA-2017-164364,1013,9.96,2,0,4.98,4.5816
4742,CA-2017-164364,480,9.21,3,0,3.07,2.3025
4743,CA-2017-164364,1423,27.93,3,0,9.31,8.0997
4744,CA-2017-168123,925,7.9,2,0,3.95,2.528
4745,CA-2017-168123,1321,221.16,4,0,55.29,57.5016
4746,CA-2017-168123,676,127.96,2,0,63.98,62.7004
4747,CA-2017-168123,679,18.69,3,0,6.23,9.1581
4748,CA-2016-120005,1457,25.35,3,0,8.45,7.605
4749,CA-2016-120005,161,35.28,3,0,11.76,11.9952
4750,CA-2016-123526,1196,33.4,5,0,6.68,16.032
4751,CA-2016-127649,1638,837.6,3,0.2,349,62.82
4752,CA-2016-159989,1686,40.68,3,0.2,16.95,-9.153
4753,CA-2017-103499,71,209.568,2,0.2,130.98,-23.5764
4754,US-2015-167220,1517,22.368,4,0.2,6.99,6.4308
4755,CA-2017-126354,650,3.882,2,0.7,6.47,-2.588
4756,CA-2017-126354,1264,115.296,3,0.2,48.04,40.3536
4757,CA-2017-169817,809,1.908,2,0.7,3.18,-1.5264
4758,US-2017-144582,699,43.372,7,0.8,30.98,-69.3952
4759,CA-2014-121573,1710,783.96,4,0,195.99,219.5088
4760,CA-2014-121573,663,48.896,2,0.2,30.56,18.336
4761,CA-2014-121573,789,7.856,2,0.2,4.91,2.8478
4762,CA-2016-117660,995,5.904,2,0.2,3.69,1.9926
4763,CA-2016-117660,1434,13.712,2,0.2,8.57,1.0284
4764,CA-2014-112851,860,182.94,3,0,60.98,85.9818
4765,CA-2017-123701,531,27.76,4,0,6.94,9.9936
4766,CA-2015-118227,504,25.99,1,0,25.99,7.5371
4767,CA-2015-123155,1533,113.52,5,0.2,28.38,29.799
4768,CA-2015-123155,1742,359.88,3,0.2,149.95,22.4925
4769,CA-2017-158883,1278,25.344,4,0.2,7.92,9.1872
4770,US-2016-114888,772,11.952,3,0.2,4.98,4.1832
4771,US-2016-114888,1430,6.24,3,0,2.08,1.872
4772,US-2014-167262,1697,742.336,8,0.2,115.99,83.5128
4773,CA-2017-119746,314,6.464,1,0.6,16.16,-4.04
4774,CA-2017-119746,967,11.52,5,0.2,2.88,4.176
4775,CA-2017-119746,1842,222.384,2,0.2,138.99,16.6788
4776,CA-2017-108091,479,23.36,4,0,5.84,6.0736
4777,CA-2016-101630,1006,8.67,3,0,2.89,4.0749
4778,CA-2016-101630,1434,25.71,3,0,8.57,6.6846
4779,CA-2017-132346,391,100.94,7,0,14.42,33.3102
4780,CA-2014-150301,94,63.882,1,0.1,70.98,10.647
4781,CA-2014-159310,95,683.144,4,0.3,243.98,0
4782,CA-2014-159310,646,1.476,3,0.8,2.46,-2.214
4783,CA-2014-159310,1448,40.712,7,0.2,7.27,3.5623
4784,US-2017-147984,1075,279.9,5,0,55.98,137.151
4785,CA-2015-104346,521,13.12,5,0.2,3.28,1.148
4786,CA-2015-104346,33,69.576,4,0.7,57.98,-143.7904
4787,CA-2015-104346,522,4.224,3,0.2,1.76,0.4752
4788,CA-2015-104346,1581,58.08,4,0.2,18.15,-6.534
4789,CA-2015-104346,225,52.416,9,0.2,7.28,15.0696
4790,CA-2015-104346,184,54.92,5,0.2,13.73,10.984
4791,CA-2015-104346,323,364.95,5,0.5,145.98,-248.166
4792,CA-2015-104346,1087,85.056,3,0.2,35.44,28.7064
4793,CA-2015-104346,1211,27.696,3,0.2,11.54,9.6936
4794,US-2015-141684,1190,24.96,4,0,6.24,11.232
4795,CA-2015-144722,179,43.13,1,0,43.13,18.1146
4796,CA-2015-120516,811,5.64,3,0,1.88,2.7072
4797,US-2016-148901,708,57.582,3,0.7,63.98,-44.1462
4798,US-2016-148901,1288,31.104,6,0.2,6.48,10.8864
4799,US-2016-148901,223,30.192,3,0.2,12.58,8.3028
4800,US-2016-148901,1826,43.6,5,0.2,10.9,4.36
4801,US-2016-148901,555,4.768,2,0.2,2.98,0.4172
4802,US-2016-148901,802,10.38,2,0.7,17.3,-7.612
4803,US-2016-148901,733,13.392,8,0.7,5.58,-9.8208
4804,CA-2017-136364,1823,39.594,1,0.4,65.99,-7.2589
4805,CA-2017-136364,226,91.008,9,0.2,12.64,19.3392
4806,CA-2015-137708,1028,37.94,2,0,18.97,18.2112
4807,CA-2015-137708,1042,42.8,10,0,4.28,19.26
4808,CA-2015-137708,1415,33.63,3,0,11.21,10.089
4809,CA-2014-149055,878,62.808,3,0.2,26.17,21.1977
4810,CA-2015-151589,1210,195.64,4,0,48.91,91.9508
4811,CA-2015-151589,1838,239.9,2,0,119.95,71.97
4812,CA-2016-121370,62,380.058,3,0.3,180.98,-21.7176
4813,CA-2016-121370,1613,1199.976,4,0.4,499.99,179.9964
4814,CA-2016-121370,237,48.576,3,0.2,20.24,9.7152
4815,CA-2016-111696,1187,17.94,3,0,5.98,8.073
4816,CA-2014-139598,1272,18.264,3,0.2,7.61,6.1641
4817,CA-2014-139598,441,34.656,2,0.2,21.66,5.6316
4818,CA-2014-139598,449,81.552,2,0.2,50.97,8.1552
4819,CA-2014-139598,1338,227.136,4,0.2,70.98,-42.588
4820,CA-2017-117436,804,10.36,2,0,5.18,5.0764
4821,CA-2015-140025,432,463.248,8,0.8,289.53,-1181.2824
4822,CA-2015-140025,1532,383.952,6,0.2,79.99,47.994
4823,CA-2016-134222,705,44.856,6,0.7,24.92,-35.8848
4824,CA-2016-140018,1624,30.345,7,0.7,14.45,-24.276
4825,CA-2016-140018,112,127.554,3,0.3,60.74,-9.111
4826,CA-2016-140018,200,77.952,3,0.2,32.48,15.5904
4827,US-2017-136707,775,14.016,4,0.2,4.38,4.9056
4828,CA-2014-152562,1303,69.52,2,0,34.76,19.4656
4829,CA-2014-152562,535,5.64,3,0,1.88,1.6356
4830,CA-2016-152408,735,13.776,3,0.2,5.74,4.4772
4831,CA-2014-120278,403,245.88,6,0,40.98,68.8464
4832,CA-2014-120278,1410,36.63,3,0,12.21,9.8901
4833,CA-2014-120278,1362,22.58,2,0,11.29,5.8708
4834,CA-2014-120278,845,12.39,3,0,4.13,5.8233
4835,CA-2017-167661,743,39.92,5,0.2,9.98,13.473
4836,CA-2017-167661,1176,61.96,2,0,30.98,27.882
4837,CA-2017-167661,679,19.936,4,0.2,6.23,7.2268
4838,CA-2017-106831,774,3.798,2,0.7,6.33,-2.6586
4839,CA-2017-106831,1068,27.744,6,0.2,5.78,10.0572
4840,CA-2017-106831,1738,158.376,4,0.4,65.99,-34.3148
4841,CA-2017-154123,160,27.58,2,0,13.79,11.5836
4842,CA-2016-136049,689,5.553,3,0.7,6.17,-4.0722
4843,CA-2017-118402,1340,243.92,5,0.2,60.98,-54.882
4844,US-2016-139388,943,14.96,4,0,3.74,0.2992
4845,US-2014-128685,808,7.184,2,0.2,4.49,2.245
4846,CA-2015-124044,775,10.512,3,0.2,4.38,3.6792
4847,CA-2014-164469,1757,263.96,5,0.2,65.99,19.797
4848,CA-2014-164469,583,71.632,11,0.2,8.14,17.908
4849,CA-2014-164469,487,9.328,1,0.2,11.66,0.8162
4850,CA-2014-107818,567,5.88,2,0,2.94,2.646
4851,CA-2014-107818,56,975.92,5,0.2,243.98,121.99
4852,CA-2014-107818,482,303.84,8,0,37.98,91.152
4853,CA-2014-107818,1316,485.88,6,0,80.98,19.4352
4854,CA-2014-113320,296,12.54,3,0,4.18,4.5144
4855,CA-2014-113320,1309,8.94,3,0,2.98,0.6258
4856,CA-2014-113320,193,9.24,3,0,3.08,4.4352
4857,CA-2015-137526,773,70.008,3,0.2,29.17,24.5028
4858,CA-2015-137526,198,77.6,4,0,19.4,38.024
4859,CA-2015-137526,310,464.85,9,0,51.65,92.97
4860,CA-2017-136063,497,10.192,7,0.2,1.82,1.0192
4861,CA-2016-101546,692,1793.98,2,0,896.99,843.1706
4862,CA-2014-138940,1745,758.352,6,0.2,157.99,265.4232
4863,CA-2016-125164,686,20.368,1,0.2,25.46,7.3834
4864,CA-2016-125164,799,49.848,3,0.2,20.77,16.8237
4865,CA-2017-163531,1722,239.97,3,0,79.99,67.1916
4866,CA-2017-122490,68,2404.704,6,0.2,500.98,150.294
4867,CA-2017-122490,708,563.024,11,0.2,63.98,190.0206
4868,CA-2017-122490,1326,344.91,3,0,114.97,10.3473
4869,CA-2017-122490,967,8.64,3,0,2.88,4.2336
4870,CA-2017-131366,1808,89.988,2,0.4,74.99,-14.998
4871,CA-2017-131366,1067,229.544,7,0.2,40.99,83.2097
4872,CA-2017-164042,912,1.824,2,0.2,1.14,0.6156
4873,CA-2017-164042,414,18.32,5,0.8,18.32,-46.716
4874,CA-2017-164042,1366,48.816,3,0.2,20.34,-11.5938
4875,CA-2017-164042,717,1.188,1,0.8,5.94,-1.9602
4876,CA-2014-132864,1492,119.8,5,0.2,29.95,29.95
4877,US-2014-155817,1304,61.568,2,0.2,38.48,4.6176
4878,US-2014-155817,551,6.192,3,0.2,2.58,0.4644
4879,US-2016-131891,646,2.214,3,0.7,2.46,-1.476
4880,CA-2017-143567,899,5.32,2,0,2.66,2.6068
4881,CA-2017-143567,56,975.92,4,0,243.98,292.776
4882,CA-2017-143567,1576,2249.91,9,0,249.99,517.4793
4883,CA-2017-143567,1350,59.92,4,0,14.98,16.7776
4884,CA-2017-104080,794,171.2,5,0.2,42.8,64.2
4885,CA-2017-104080,541,3.36,2,0,1.68,0.8736
4886,CA-2014-151379,1063,114.2,5,0,22.84,52.532
4887,CA-2016-163167,124,182.67,3,0,60.89,52.9743
4888,CA-2016-163167,1561,101.7,6,0,16.95,6.102
4889,CA-2016-163167,1413,1126.02,3,0,375.34,56.301
4890,CA-2016-163167,1403,1263.3,6,0,210.55,315.825
4891,CA-2016-135776,514,8.82,3,0,2.94,2.5578
4892,CA-2016-135776,1098,37.94,2,0,18.97,18.2112
4893,CA-2016-135776,513,4.2,2,0,2.1,1.176
4894,CA-2016-135776,1379,227.28,2,0,113.64,2.2728
4895,CA-2016-135776,1260,47.9,1,0,47.9,22.992
4896,CA-2016-135776,898,61.96,2,0,30.98,30.3604
4897,CA-2016-135776,1394,1117.92,4,0,279.48,55.896
4898,US-2014-122021,110,183.372,2,0.3,130.98,-7.8588
4899,US-2014-122021,1159,7.968,2,0.2,4.98,2.8884
4900,CA-2016-130484,641,26.352,8,0.7,10.98,-18.4464
4901,CA-2017-120936,1348,481.32,4,0,120.33,125.1432
4902,CA-2017-120936,1441,13.98,1,0,13.98,3.6348
4903,CA-2017-110884,783,25.92,6,0.2,5.4,9.072
4904,CA-2017-110884,991,91.59,3,0,30.53,42.1314
4905,US-2014-161613,109,674.058,3,0.3,320.98,-19.2588
4906,US-2014-146353,776,22.92,4,0,5.73,11.0016
4907,US-2014-146353,1341,269.9,5,0,53.98,16.194
4908,CA-2014-133809,710,11.808,8,0.7,4.92,-8.6592
4909,CA-2014-133809,1854,9.588,2,0.4,7.99,-2.0774
4910,CA-2017-127306,856,18.336,3,0.2,7.64,6.6468
4911,CA-2017-127306,1015,36.288,7,0.2,6.48,12.7008
4912,CA-2017-127306,1748,111.984,2,0.2,69.99,6.999
4913,CA-2017-127306,720,5.97,5,0.7,3.98,-4.577
4914,CA-2017-127306,792,2.508,2,0.7,4.18,-1.8392
4915,CA-2015-161830,611,35.96,2,0,17.98,10.4284
4916,CA-2015-161830,679,14.952,3,0.2,6.23,5.4201
4917,CA-2017-163125,618,67.144,7,0.2,11.99,5.8751
4918,CA-2017-163125,76,254.058,3,0.3,120.98,-32.6646
4919,CA-2016-160304,48,173.94,3,0,57.98,38.2668
4920,CA-2016-160304,1696,231.98,2,0,115.99,67.2742
4921,CA-2017-101728,735,2.296,2,0.8,5.74,-3.9032
4922,CA-2017-114055,1264,96.08,2,0,48.04,46.1184
4923,CA-2017-114055,932,3.62,2,0,1.81,1.1946
4924,CA-2017-114055,1081,629.1,6,0,104.85,301.968
4925,CA-2017-114055,1794,90.48,2,0,45.24,23.5248
4926,CA-2017-126438,577,14.88,2,0,7.44,3.72
4927,CA-2017-117653,352,91.275,1,0.5,182.55,-67.5435
4928,CA-2017-143245,1146,19.44,3,0,6.48,9.3312
4929,CA-2017-143245,51,897.15,3,0,299.05,251.202
4930,US-2014-138828,493,57.75,5,0,11.55,16.17
4931,US-2014-138828,1043,14.94,3,0,4.98,7.0218
4932,CA-2017-143651,519,23.1,2,0,11.55,6.93
4933,CA-2015-106978,897,12.536,1,0.2,15.67,4.2309
4934,CA-2015-106978,721,1.08,2,0.7,1.8,-0.792
4935,CA-2015-106978,931,4.512,3,0.2,1.88,0.846
4936,CA-2015-155124,1806,16.776,3,0.2,6.99,1.6776
4937,CA-2017-150931,836,33.74,7,0,4.82,15.5204
4938,CA-2014-157147,1294,1325.85,5,0,265.17,238.653
4939,CA-2014-157147,27,333.999,3,0.15,130.98,3.9294
4940,CA-2014-157147,586,19.9,5,0,3.98,6.567
4941,CA-2015-156482,73,1268.82,9,0,140.98,266.4522
4942,CA-2015-156482,22,283.92,4,0,70.98,82.3368
4943,CA-2015-156482,502,5.68,2,0,2.84,1.7608
4944,CA-2017-106782,1413,375.34,1,0,375.34,18.767
4945,CA-2016-151372,1264,96.08,2,0,48.04,46.1184
4946,CA-2016-151372,639,11.68,2,0.2,7.3,3.942
4947,CA-2016-151372,905,4.36,2,0,2.18,1.7876
4948,CA-2014-102085,980,29.24,4,0,7.31,13.7428
4949,CA-2017-107125,719,117.488,7,0.2,20.98,41.1208
4950,CA-2017-107125,164,18.84,3,0,6.28,6.0288
4951,CA-2016-125815,619,12.42,3,0,4.14,5.2164
4952,CA-2015-144190,1039,12.96,2,0,6.48,6.2208
4953,CA-2017-117926,433,69.48,1,0,69.48,20.844
4954,CA-2015-153906,1728,85.9,2,0,42.95,2.577
4955,CA-2014-160262,551,18.06,7,0,2.58,4.6956
4956,CA-2014-160262,1224,79.14,3,0,26.38,36.4044
4957,CA-2014-160262,234,37.4,2,0,18.7,14.212
4958,CA-2015-127607,691,2.512,2,0.8,6.28,-4.396
4959,CA-2015-127607,936,18.864,9,0.2,2.62,6.1308
4960,CA-2016-166226,1807,61.192,1,0.2,76.49,6.1192
4961,CA-2016-166226,437,67.84,1,0,67.84,18.3168
4962,CA-2014-156587,124,48.712,1,0.2,60.89,5.4801
4963,CA-2014-156587,518,17.94,3,0,5.98,4.6644
4964,CA-2014-156587,1367,242.94,3,0,80.98,4.8588
4965,CA-2016-141180,650,7.764,4,0.7,6.47,-5.176
4966,CA-2015-109708,1749,467.04,4,0.2,145.95,58.38
4967,CA-2015-122406,1728,128.85,3,0,42.95,3.8655
4968,CA-2015-122406,1099,8.4,2,0,4.2,4.116
4969,CA-2015-122406,1587,199.98,2,0,99.99,83.9916
4970,CA-2015-122406,79,110.98,1,0,110.98,15.5372
4971,US-2016-153815,57,207.984,2,0.2,129.99,-28.5978
4972,US-2016-153815,1170,36.112,2,0.2,22.57,12.6392
4973,US-2016-153815,290,35.568,2,0.2,22.23,5.7798
4974,US-2016-153815,1249,88.768,2,0.2,55.48,31.0688
4975,CA-2016-164896,1161,12.9,2,0,6.45,6.321
4976,CA-2015-142202,1555,717.12,9,0.2,99.6,152.388
4977,CA-2015-165050,674,21.36,5,0.2,5.34,7.209
4978,CA-2015-165050,792,6.688,2,0.2,4.18,2.3408
4979,CA-2015-165050,1720,773.94,6,0,128.99,224.4426
4980,US-2016-131114,1434,20.568,3,0.2,8.57,1.5426
4981,US-2016-131114,458,4.356,2,0.8,10.89,-11.7612
4982,US-2016-131114,1464,19.04,4,0.2,5.95,-1.428
4983,CA-2014-160066,958,5.22,2,0,2.61,2.4012
4984,CA-2016-109925,1392,84.84,3,0,28.28,22.9068
4985,CA-2015-160696,932,7.24,5,0.2,1.81,1.1765
4986,CA-2014-125171,961,14.4,5,0,2.88,7.056
4987,CA-2016-149279,1219,15.552,3,0.2,6.48,5.4432
4988,CA-2016-149279,122,1325.76,6,0.2,276.2,149.148
4989,CA-2016-149279,804,3.108,2,0.7,5.18,-2.1756
4990,CA-2017-107321,803,6.672,3,0.2,2.78,2.1684
4991,CA-2017-107321,1760,689.408,4,0.2,215.44,77.5584
4992,US-2017-122714,683,1889.99,5,0.8,1889.99,-2929.4845
4993,CA-2015-153038,848,55.936,8,0.2,8.74,18.8784
4994,CA-2015-153038,999,18.432,8,0.2,2.88,5.9904
4995,CA-2015-153038,145,20.32,5,0.2,5.08,3.556
4996,CA-2014-132227,672,52.064,4,0.2,16.27,18.8732
4997,CA-2017-155824,387,48.784,1,0.2,60.98,3.6588
4998,CA-2017-155824,637,13.092,4,0.7,10.91,-10.0372
4999,CA-2016-129238,1834,109.592,1,0.2,136.99,8.2194
5000,CA-2016-129238,1188,56.7,5,0,11.34,27.783
5001,CA-2017-159688,1477,79.99,1,0,79.99,28.7964
5002,CA-2016-136126,1426,69.5,5,0,13.9,20.155
5003,CA-2016-136126,1260,191.6,4,0,47.9,91.968
5004,CA-2016-155033,1024,10.56,2,0,5.28,5.0688
5005,CA-2014-156006,1534,47.79,3,0,15.93,16.2486
5006,CA-2015-158659,1389,714.3,5,0,142.86,207.147
5007,CA-2015-169796,1618,2321.9,2,0,1160.95,1114.512
5008,CA-2015-169796,1345,17.94,3,0,5.98,3.0498
5009,CA-2015-102876,838,9.522,1,0.7,31.74,-6.9828
5010,CA-2015-102876,1785,791.964,6,0.4,219.99,-131.994
5011,CA-2015-102876,670,4.923,3,0.7,5.47,-3.9384
5012,US-2017-139647,45,209.979,7,0.7,99.99,-356.9643
5013,US-2017-160465,706,33.93,3,0.7,37.7,-22.62
5014,US-2017-160465,1297,222.32,7,0.2,39.7,25.011
5015,US-2017-160465,1843,210.564,6,0.4,58.49,-52.641
5016,CA-2014-153850,243,35.168,7,0.2,6.28,9.6712
5017,CA-2014-153850,1780,1502.376,4,0.4,625.99,-250.396
5018,CA-2014-127558,227,10.11,3,0,3.37,3.2352
5019,CA-2014-127558,1570,772.47,3,0,257.49,146.7693
5020,CA-2014-127558,1440,20.46,2,0,10.23,5.3196
5021,CA-2017-136511,1445,347.58,3,0,115.86,17.379
5022,CA-2016-133795,1498,72.64,2,0,36.32,21.792
5023,CA-2016-133795,1570,772.47,3,0,257.49,146.7693
5024,CA-2016-133795,270,39.92,4,0,9.98,11.1776
5025,US-2017-130953,841,33.48,2,0,16.74,16.4052
5026,US-2017-130953,1797,461.97,3,0,153.99,133.9713
5027,US-2017-130953,422,137.62,2,0,68.81,60.5528
5028,US-2017-130953,127,302.67,3,0,100.89,72.6408
5029,CA-2014-151792,1504,239.976,3,0.2,99.99,53.9946
5030,CA-2017-139304,510,8.34,3,0,2.78,2.1684
5031,CA-2017-139304,1434,8.57,1,0,8.57,2.2282
5032,CA-2017-139304,741,119.616,8,0.2,18.69,40.3704
5033,CA-2016-155166,116,212.94,3,0,70.98,25.5528
5034,CA-2016-155166,436,26.49,1,0,26.49,7.4172
5035,CA-2015-103954,46,687.4,5,0,137.48,48.118
5036,CA-2014-169803,322,653.55,3,0,217.85,111.1035
5037,CA-2014-169803,1561,33.9,2,0,16.95,2.034
5038,CA-2017-141719,1565,239.96,5,0.2,59.99,83.986
5039,CA-2015-136469,328,199.836,4,0.3,71.37,-37.1124
5040,CA-2015-136469,1743,716,2,0,358,193.32
5041,CA-2015-136469,825,221.06,7,0,31.58,103.8982
5042,CA-2016-158694,1170,67.71,3,0,22.57,32.5008
5043,CA-2016-158694,378,129.92,4,0,32.48,38.976
5044,CA-2016-158694,171,467.46,9,0,51.94,191.6586
5045,CA-2016-158694,1101,61.4,5,0,12.28,28.858
5046,CA-2016-158694,1344,720.76,4,0,180.19,187.3976
5047,CA-2016-158694,834,5.184,3,0.2,2.16,1.8144
5048,CA-2016-158694,512,14.7,5,0,2.94,3.969
5049,US-2014-104759,724,8.134,7,0.8,5.81,-13.8278
5050,US-2014-104759,1600,79.984,2,0.2,49.99,13.9972
5051,CA-2015-150511,1126,18.54,2,0,9.27,8.7138
5052,CA-2015-134922,849,24.4,2,0.2,15.25,7.93
5053,US-2017-120607,1205,195.64,4,0,48.91,91.9508
5054,CA-2015-141243,1555,398.4,5,0.2,99.6,84.66
5055,CA-2015-141243,514,7.056,3,0.2,2.94,0.7938
5056,CA-2015-141243,29,1352.3976,9,0.32,220.98,-437.5404
5057,CA-2015-162166,1178,26.4,5,0,5.28,11.88
5058,CA-2015-162166,1373,41.88,6,0,6.98,0.8376
5059,CA-2016-120796,819,99.846,9,0.7,36.98,-83.205
5060,CA-2016-109722,1699,699.98,2,0,349.99,195.9944
5061,CA-2016-109722,1293,584.82,9,0,64.98,70.1784
5062,CA-2015-136798,785,43.98,2,0,21.99,21.99
5063,CA-2015-136798,1695,377.97,3,0,125.99,105.8316
5064,CA-2015-136798,163,123.96,3,0,41.32,11.1564
5065,CA-2017-122196,1862,391.98,2,0,195.99,113.6742
5066,CA-2017-142090,1515,383.976,3,0.2,159.99,81.5949
5067,CA-2017-142090,337,1781.682,7,0.4,424.21,-653.2834
5068,CA-2017-160934,585,21.4,5,0,4.28,6.206
5069,CA-2014-124478,1606,549.99,1,0,549.99,274.995
5070,CA-2014-124478,428,167.535,3,0.1,62.05,37.23
5071,CA-2014-124478,869,38.34,3,0,12.78,17.253
5072,CA-2014-124478,211,53.88,6,0,8.98,22.6296
5073,CA-2014-124478,1714,299.98,2,0,149.99,83.9944
5074,CA-2015-145485,1312,62.8,4,0,15.7,15.7
5075,CA-2017-151071,727,13.904,2,0.2,8.69,4.5188
5076,CA-2014-134572,332,744.1,5,0.3,212.6,-95.67
5077,CA-2014-134572,1415,44.84,5,0.2,11.21,5.605
5078,CA-2014-134572,369,401.59,2,0.3,286.85,-131.951
5079,CA-2017-143217,758,18.24,3,0,6.08,8.5728
5080,US-2017-133312,19,359.499,3,0.15,140.98,-29.6058
5081,US-2017-133312,1336,10.48,1,0,10.48,2.8296
5082,US-2015-137533,1219,20.736,4,0.2,6.48,7.2576
5083,CA-2016-155138,1578,35.168,4,0.2,10.99,8.3524
5084,CA-2016-155138,1053,64.704,3,0.2,26.96,23.4552
5085,CA-2016-108350,1226,105.52,4,0,26.38,48.5392
