Producto ID;Numero Producto;Producto Sub Categoria ID;Nombre Producto
946;03.1.2;11.03.12.3;Latex mattress- 5 - 7 zones- WKB-M
947;03.1.2;11.03.12.3;Latex mattress- SB
948;03.1.2;11.03.12.3;Pocket spring mattress- SB
949;03.1.2;11.03.12.3;Pocket spring mattress- with comfort zones- WKB-M
950;03.1.2;11.03.12.3;Pocket spring mattress- without comfort zones- WKB-M
951;03.1.2;11.03.12.3;Single bed frame- solid softwood- WKB-L
952;03.1.2;11.03.12.3;Single bed frame- wood imitation- WKB-L
953;03.1.2;11.03.12.3;Single bed frame- wooden veneer- with head- WKB-M
954;03.1.2;11.03.12.3;Single bed- sleeping set- WKB-M
955;03.1.2;11.03.12.3;Slatted base- adjustable- wood- WKB-M
956;03.1.3;11.03.13.1;Slatted base- simple- metal and wood- WKB-L
957;03.1.3;11.03.13.1;Slatted base- simple- wood- WKB-L
958;03.1.3;11.03.13.1;Spring mattress- without comfort zones- WKB-L
959;03.1.3;11.03.13.1;Spring mattress- without comfort zones- WKB-M
960;03.1.3;11.03.13.1;Visco-elastic mattress- 15 cm- SB
961;03.1.3;11.03.13.1;Wardrobe- artificial surface- WKB-L
962;03.1.3;11.03.13.1;Wardrobe- SB
963;03.1.3;11.03.13.1;Wardrobe- sliding doors- artificial surface- WKB-M
964;03.1.3;11.03.13.1;Wardrobe- sliding doors- high-gloss- WKB-M
965;03.1.3;11.03.13.1;Armchair- SB
966;03.1.3;11.03.13.1;Armchair- WKB-L
967;03.1.3;11.03.13.1;Armchair- WKB-M
968;03.1.4;11.03.14.1;Bookcase- artificial surface- SB
969;03.1.4;11.03.14.1;Bookcase- artificial surface- WKB-L
970;03.1.4;11.03.14.1;Bookcase- hardwood veneer- WKB-M
971;03.1.4;11.03.14.1;Coffee table- glass top- WKB-M
972;03.2.1;11.03.21.1;Coffee table- pressboard- WKB-L
973;03.2.1;11.03.21.1;Coffee table- solid hardwood- WKB-M
974;03.2.1;11.03.21.1;Coffee table- veneered top- WKB-M
975;03.2.1;11.03.21.1;Corner sofa- foam or spring interior- WKB-M
976;03.2.1;11.03.21.1;Corner sofa- spring interior- WKB-L
977;03.2.1;11.03.21.1;Dining room chair- padded seat- WKB-M
978;03.2.1;11.03.21.1;Dining room chair- seat and back padded- WKB-L
979;03.2.1;11.03.21.1;Dining room chair- seat and back padded- WKB-M
980;03.2.1;11.03.21.1;Dining table- glass top- WKB-M
981;03.2.1;11.03.21.1;Dining table- pressboard with artificial surface- WKB-L
982;03.2.1;11.03.21.1;Dining table- solid hardwood- WKB-M
983;03.2.1;11.03.21.1;Dining table- veneered- extendable- WKB-M
984;03.2.1;11.03.21.1;Partition- WKB-L
985;03.2.1;11.03.21.1;Sideboard- hardwood- WKB-M
986;03.2.1;11.03.21.1;Sideboard- MDF with artificial surface- WKB-M
987;03.2.1;11.03.21.1;Sofa + chaise longue- SB
988;03.2.1;11.03.21.1;Sofa set- 3 + 1 + 1- WKB-L
989;03.2.1;11.03.21.1;Sofa- 2-seater- leather- WKB-M
990;03.2.1;11.03.21.1;Sofa- 2-seater- SB1
991;03.2.1;11.03.21.1;Sofa- 2-seater- SB2
992;03.2.1;11.03.21.1;Sofa- 3-seater with divan part- WKB-M
993;03.2.1;11.03.21.2;Sofa- 3-seater- SB
994;03.2.1;11.03.21.2;Sofa- 3-seater- WKB-M
995;03.2.1;11.03.21.2;Sofa-bed- 2-seater- wooden slats- WKB-M
996;03.2.1;11.03.21.2;Sofa-bed- clic clac mechanism- WKB-L
997;03.2.1;11.03.21.2;Sofa-bed- SB
998;03.2.1;11.03.21.2;TV bench- SB
999;03.2.1;11.03.21.2;TV/video unit- WKB-L
1000;03.2.1;11.03.21.2;4 seat garden furniture set- metal- WKB-L
1001;03.2.1;11.03.21.2;Baby's cot- SB
1002;03.2.1;11.03.21.2;Baby's cot- WKB-M
1003;03.2.1;11.03.21.2;Baby's crib- hardwood- WKB-M
1004;03.2.1;11.03.21.2;Baby's crib- SB
1005;03.2.1;11.03.21.2;Baby's crib- softwood- WKB-L
1006;03.2.1;11.03.21.2;Baby's high chair- foldable- WKB-M
1007;03.2.1;11.03.21.2;Baby's high chair- SB1
1008;03.2.1;11.03.21.2;Baby's high chair- SB2
1009;03.2.1;11.03.21.2;Bathroom cabinet- SB
1010;03.2.1;11.03.21.2;Bathroom cabinet- with lighting- WKB-M
1011;03.2.1;11.03.21.2;Bathroom high cabinet- without mirror- WKB-M
1012;03.2.1;11.03.21.2;Bistro Patio furniture set- metal- WKB-L
1013;03.2.1;11.03.21.2;Ceiling lamp- WKB-M
1014;03.2.1;11.03.21.2;Ceiling or wall lamp- small- WKB-M
1015;03.2.1;11.03.21.2;Chair- folding- metal and plastic- WKB-L
1016;03.2.1;11.03.21.2;Chair- swiveling- for children- WKB-L
1017;03.2.1;11.03.21.2;Chair- swiveling- WKB-L
1018;03.2.1;11.03.21.3;Chair- swiveling- WKB-M
1019;03.2.1;11.03.21.3;Floor lamp- halogen- WKB-M
1020;03.2.1;11.03.21.3;Garden chair- aluminium with textile- stacking- WKB-M
1021;03.2.1;11.03.21.3;Garden chair- basic plastic- stacking- WKB-L
1022;03.2.1;11.03.21.3;Garden chair- hardwood- WKB-M
1023;03.2.1;11.03.21.3;Garden lounge set- plastic wicker- WKB-M
1024;03.2.1;11.03.21.3;Garden table- basic plastic- WKB-L
1025;03.2.1;11.03.21.3;Garden table- hardwood- WKB-M
1026;03.2.1;11.03.21.3;Mirror- SB
1027;03.2.1;11.03.21.3;Recessed spot- LED- WKB-M
1028;03.2.1;11.03.21.3;Spare bed- folding- WKB-L
1029;03.2.1;11.03.21.3;Table lamp- halogen- WKB-L
1030;12.1.1;11.12.11.1;Table lamp- SB
1031;12.1.1;11.12.11.1;Table lamp- swiveling arm- WKB-L
1032;12.1.1;11.12.11.1;Table lamp- WKB-M
1033;12.1.1;11.12.11.1;Three-light ceiling spotlamp- halogen- WKB-M
1034;12.1.1;11.12.11.1;Three-light ceiling spotlamp- WKB-L
1035;12.1.1;11.12.11.1;Carpet- polyamide (= nylon)- WKB-L
1036;12.1.1;11.12.11.1;Carpet- polyamide (= nylon)- WKB-M
1037;12.1.1;11.12.11.1;Floor covering- laminated- SB1
1038;12.1.1;11.12.11.1;Floor covering- laminated- SB2
1039;12.1.1;11.12.11.1;Floor covering- laminated- without built-in soundblock- WKB-L
1040;12.1.1;11.12.11.1;Floor covering- laminated- without built-in soundblock- WKB-M
1041;12.1.1;11.12.11.1;Floor covering- PVC- SB
1042;12.1.3;11.12.13.1;Floor covering- PVC- WKB-L
1043;12.1.3;11.12.13.1;Floor covering- PVC- WKB-M
1044;12.1.3;11.12.13.1;Parquet- beech layer- WKB-M
1045;12.1.3;11.12.13.1;Parquet- oak layer- SB
1046;12.1.3;11.12.13.1;Parquet- oak layer- WKB-M
1047;12.1.3;11.12.13.1;Rug- acryl- handtufted- WKB-M
1048;12.1.3;11.12.13.1;Rug- new wool- WKB-M
1049;12.1.3;11.12.13.1;Rug- polyamide/polypropylene boucle- WKB-L
1050;12.1.3;11.12.13.1;Rug- polypropylene- WKB-M
1051;12.1.3;11.12.13.1;Rug- pure new wool- SB
1052;12.1.3;11.12.13.1;Rug- synthetic- shaggy- WKB-M
1053;12.1.3;11.12.13.1;Rug- synthetic- WKB-L
1054;12.1.3;11.12.13.1;Services- laying of parquet panels
1055;12.1.3;11.12.13.1;Bath towel- WKB-L
1056;12.1.3;11.12.13.1;Bath towel- WKB-M
1057;12.1.3;11.12.13.1;Bed linen- set- SB
1058;12.1.3;11.12.13.1;Bed pillow- elastic stuffing- SB
1059;12.1.3;11.12.13.1;Bed pillow- polyester stuffing- 500 g- WKB-M
1060;12.1.3;11.12.13.1;Bed pillow- polyester stuffing- 800 g- WKB-M
1061;12.1.3;11.12.13.1;Bedlinen- bottom sheet- single- WKB-L
1062;12.1.3;11.12.13.1;Bedlinen- bottom sheet- single- WKB-M
1063;12.1.3;11.12.13.1;Bedlinen- duvet cover set- satin- WKB-M
1064;12.1.3;11.12.13.1;Bedlinen- duvet cover set- WKB-L
1065;12.1.3;11.12.13.1;Bedlinen- duvet cover set- WKB-M
1066;12.1.3;11.12.13.1;Bedlinen- fitted sheet- double- cotton (jersey)- WKB-M
1067;12.1.3;11.12.13.1;Bedlinen- fitted sheet- single- cotton (jersey)- WKB-M
1068;12.1.3;11.12.13.1;Bedlinen- fitted sheet- single- cotton (terry)- WKB-L
1069;12.1.3;11.12.13.1;Blanket- new wool- WKB-M
1070;12.1.3;11.12.13.1;Blanket- synthetic- WKB-L
1071;12.1.3;11.12.13.1;Blanket- synthetic- WKB-M
1072;12.1.3;11.12.13.1;Curtain material- synthetic- WKB-L
1073;12.1.3;11.12.13.1;Curtain material- synthetic- WKB-M
1074;12.1.3;11.12.13.1;Curtains- SB
1075;12.1.3;11.12.13.1;Door-mat- coco fibre- WKB-L
1076;12.1.3;11.12.13.1;Duvet- stuffing down- WKB-M
1077;12.1.3;11.12.13.1;Duvet- stuffing polyester- WKB-M
1078;12.1.3;11.12.13.1;Hand towel- WKB-L
1079;12.1.3;11.12.13.1;Hand towel- WKB-M
1080;12.1.3;11.12.13.1;Plaid- fleece- WKB-L
1081;12.1.3;11.12.13.1;Sunshade- parasol inclinable- synthetic or cotton- WKB-L
1082;12.1.3;11.12.13.1;Sunshade- parasol inclinable- synthetic- WKB-L
1083;12.1.3;11.12.13.1;Fridge-freezer- low- SB1
1084;12.1.3;11.12.13.1;Fridge-freezer- low- SB2
1085;12.1.3;11.12.13.1;Fridge-freezer- low- SB3
1086;12.1.3;11.12.13.1;Fridge-freezer- low- SB4
1087;12.1.3;11.12.13.1;Fridge-freezer- low- WKB-L
1088;12.1.3;11.12.13.1;Fridge-freezer- tall- bottom freezer- no frost- SB2
1089;12.1.3;11.12.13.1;Fridge-freezer- tall- bottom freezer- no frost- SB3
1090;12.1.3;11.12.13.1;Fridge-freezer- tall- bottom freezer- no-frost- SB1
1091;12.1.3;11.12.13.1;Fridge-freezer- tall- bottom freezer- SB1
1092;12.1.3;11.12.13.1;Fridge-freezer- tall- bottom freezer- SB2
1093;12.1.3;11.12.13.1;Fridge-freezer- tall- bottom freezer- SB3
1094;12.1.3;11.12.13.1;Fridge-freezer- tall- bottom freezer- SB4
1095;12.1.3;11.12.13.1;Fridge-freezer- tall- bottom freezer- SB4
1096;12.1.3;11.12.13.1;Fridge-freezer- tall- bottom freezer- WKB-H
1097;12.1.3;11.12.13.1;Fridge-freezer- tall- bottom freezer- WKB-L
1098;12.1.3;11.12.13.1;Fridge-freezer- tall- bottom freezer- WKB-M
1099;12.1.3;11.12.13.1;Microwave oven- with grill- 20 - 25 l- WKB-L
1100;12.1.3;11.12.13.1;Microwave oven- with grill- 20 - 25 l- WKB-M
1101;12.1.3;11.12.13.1;Microwave oven- with grill- 20 l- SB
1102;12.1.3;11.12.13.1;Microwave oven- with grill- 23 l- SB1
1103;12.1.3;11.12.13.1;Microwave oven- with grill- 23 l- SB2
1104;12.1.3;11.12.13.1;Microwave oven- without grill- 16 - 22 l- WKB-L
1105;12.1.3;11.12.13.1;Microwave oven- without grill- 17 l- SB
1106;12.1.3;11.12.13.1;Microwave oven- without grill- 18 l- SB
1107;12.1.3;11.12.13.1;Microwave oven- without grill- 23 l- SB
1108;12.1.3;11.12.13.1;Refrigerator- semi-tall- with freezer- SB
1109;12.1.3;11.12.13.1;Refrigerator- semi-tall- without freezer- SB1
1110;12.3.1;11.12.31.1;Refrigerator- semi-tall- without freezer- SB2
1111;12.3.1;11.12.31.1;Refrigerator- tall- without freezer- electronic control- SB
1112;12.3.1;11.12.31.1;Refrigerator- tall- without freezer- mechanical control- WKB-M
1113;12.3.1;11.12.31.1;Refrigerator- undercounter- with freezer- SB1
1114;12.3.1;11.12.31.1;Refrigerator- undercounter- with freezer- SB2
1115;12.3.1;11.12.31.1;Refrigerator- undercounter- with freezer- SB3
1116;12.3.1;11.12.31.1;Refrigerator- undercounter- with freezer- SB4
1117;12.3.1;11.12.31.1;Refrigerator- undercounter- with freezer- SB5
1118;12.3.1;11.12.31.1;Refrigerator- undercounter- with freezer- SB6
1119;12.3.1;11.12.31.1;Refrigerator- undercounter- with freezer- WKB-L
1120;12.3.1;11.12.31.1;Refrigerator- undercounter- with freezer- WKB-M
1121;12.3.1;11.12.31.1;Refrigerator- undercounter- without freezer- SB
1122;12.3.1;11.12.31.1;Side-By-Side fridge-freezer- outside dispenser- SB
1123;12.3.1;11.12.31.1;Vacuum cleaner- bagless- SB1
1124;12.3.1;11.12.31.1;Vacuum cleaner- bagless- SB2
1125;12.3.1;11.12.31.1;Vacuum cleaner- cordless- handheld- WKB-M
1126;12.3.1;11.12.31.1;Vacuum cleaner- handheld- SB
1127;12.3.1;11.12.31.1;Vacuum cleaner- with dust bag- SB1
1128;12.3.1;11.12.31.1;Vacuum cleaner- with dust bag- SB2
1129;12.3.2;11.12.32.1;Vacuum cleaner- with dust bag- WKB-M
1130;12.3.2;11.12.32.1;Washing machine- frontloader- 5 kg- 1000 rpm- WKB-L
1131;12.3.2;11.12.32.1;Washing machine- frontloader- 5 kg- SB1
1132;12.3.2;11.12.32.1;Washing machine- frontloader- 5 kg- SB2
1133;12.3.2;11.12.32.1;Washing machine- frontloader- 5.5 - 6 kg- 1200 rpm- WKB-M
1134;12.3.2;11.12.32.1;Washing machine- frontloader- 5.5 - 6 kg- SB
1135;12.3.2;11.12.32.1;Washing machine- frontloader- 5.5 kg- SB1
1136;12.3.2;11.12.32.1;Washing machine- frontloader- 5.5 kg- SB2
1137;12.3.2;11.12.32.1;Washing machine- frontloader- 6 kg- 1200 rpm- WKB-L
1138;12.3.2;11.12.32.1;Washing machine- frontloader- 6 kg- SB1
1139;12.3.2;11.12.32.1;Washing machine- frontloader- 6 kg- SB2
1140;12.3.2;11.12.32.1;Washing machine- frontloader- 6 kg- SB3
1141;12.3.2;11.12.32.1;Washing machine- frontloader- 6 kg- SB4
1142;12.3.2;11.12.32.1;Washing machine- frontloader- 6 kg- SB5
1143;12.3.2;11.12.32.1;Washing machine- frontloader- 6 kg- SB6
1144;12.3.2;11.12.32.1;Washing machine- frontloader- 6 kg- SB7
1145;12.3.2;11.12.32.1;Washing machine- frontloader- 7 kg- 1400 rpm- WKB-M
1146;12.3.2;11.12.32.1;Washing machine- frontloader- 7 kg- SB
1147;12.3.2;11.12.32.1;Washing machine- frontloader- 8 kg- SB1
1148;12.3.2;11.12.32.1;Washing machine- frontloader- 8 kg- SB2
1149;12.3.2;11.12.32.1;Washing machine- frontloader- 9 kg- SB
1150;12.3.2;11.12.32.1;Washing machine- frontloader- slim- 3.5 kg- SB
1151;12.3.2;11.12.32.1;Washing machine- toploader- 4.5 kg- WKB-M
1152;12.3.2;11.12.32.1;Washing machine- toploader- 5.0 - 5.5 kg- SB
1153;04.3.1;11.04.31.1;Washing machine- toploader- 5.5 kg- SB
1154;04.3.1;11.04.31.1;Coffee-maker- filter- SB1
1155;04.3.1;11.04.31.1;Coffee-maker- filter- SB2
1156;04.3.1;11.04.31.1;Coffee-maker- filter- SB3
1157;04.3.1;11.04.31.1;Coffee-maker- filter- SB4
1158;04.3.1;11.04.31.1;Coffee-maker- for coffee pads- SB1
1159;04.3.1;11.04.31.1;Coffee-maker- for coffee pads- SB2
1160;04.3.1;11.04.31.1;Coffee-maker- for Nescafe coffee capsules- SB
1161;04.3.1;11.04.31.1;Coffee-maker- for Nespresso coffee capsules- SB 
1162;04.3.1;11.04.31.1;Coffee-maker- SB
1163;04.3.1;11.04.31.1;Espresso machine- SB1
1164;04.3.1;11.04.31.1;Espresso machine- SB2
1165;04.3.1;11.04.31.1;Espresso machine- SB3
1166;04.3.1;11.04.31.1;Espresso machine- slim- SB
1167;04.3.1;11.04.31.1;Kettle- SB1
1168;04.3.1;11.04.31.1;Kettle- SB2
1169;04.3.2;11.04.32.1;Kettle- SB3
1170;04.3.2;11.04.32.1;Kettle- WKB-L
1171;04.3.2;11.04.32.1;Steam iron- SB
1172;04.3.2;11.04.32.1;Steam iron- SB1
1173;04.3.2;11.04.32.1;Steam iron- SB2
1174;04.3.2;11.04.32.1;Steam iron- SB3
1175;04.3.2;11.04.32.1;Steam iron- SB4
1176;04.3.2;11.04.32.1;Repair of a washing machine- authorised- brand cluster- hourly rate
1177;04.3.2;11.04.32.1;Repair of a washing machine- authorised- brand cluster- total service
1178;04.3.2;11.04.32.1;Repair of a washing machine- authorised- SB- hourly rate
1179;04.3.2;11.04.32.1;Repair of a washing machine- authorised- SB- total service
1180;04.4.1;11.04.41.1;Repair of a washing machine- not authorised- brand cluster- hourly rate
1181;04.4.1;11.04.41.1;Repair of a washing machine- not authorised- brand cluster- total service
1182;04.4.1;11.04.41.1;Repair of air conditioner- authorised- hourly rate
1183;04.4.1;11.04.41.1;Bucket- BL
1184;04.5.1;11.04.51.1;Cake tin (springform)- WKB-M/L
1185;04.5.1;11.04.51.1;Casserole- round- SB
1186;04.5.1;11.04.51.1;Casserole- WKB-M/L
1187;04.5.1;11.04.51.1;Cooking pot- enamelled steel- non-stick coating- WKB-M/L
1188;04.5.1;11.04.51.1;Cooking pot- enamelled steel- WKB M/L
1189;04.5.1;11.04.51.1;Cooking pot- SB
1190;04.5.1;11.04.51.1;Cooking pot- stainless steel- SB
1191;04.5.2;11.04.52.1;Cooking pot- stainless steel- WKB-M/L
1192;04.5.2;11.04.52.1;Cup and saucer- earthenware- SB
1193;04.5.2;11.04.52.1;Cutlery set- 24 pieces- WKB-H
1194;04.5.2;11.04.52.1;Cutlery set- 24 pieces- WKB-M/L
1195;04.5.2;11.04.52.1;Cutlery set- chrome steel- BL
1196;04.5.2;11.04.52.1;Cutlery set- chrome steel- WKB-M/L
1197;04.5.2;11.04.52.1;Cutlery set- SB
1198;04.5.3;11.04.53.1;Dinner fork- BL
1199;04.5.3;11.04.53.1;Feeding bottle- WKB-M/L
1200;04.5.4;11.04.54.1;Flat plate- earthenware- BL
1201;04.5.4;11.04.54.1;Flat plate- opal- WKB-M/L
1202;04.5.4;11.04.54.1;Flat plate- porcelain- WKB-H
1203;04.5.4;11.04.54.1;Flat plate- porcelain- WKB-M/L
1204;04.5.4;11.04.54.1;Flat plate- SB
1205;04.5.5;11.04.55.1;Frying pan- SB1
1206;04.5.5;11.04.55.1;Frying pan- SB2
1207;04.5.5;11.04.55.1;Frying pan- WKB-M/L
1208;04.5.5;11.04.55.1;Glass- water- multipack- BL
1209;05.1.1;11.05.11.1;Glass- water- SB
1210;05.1.1;11.05.11.1;Glass- water- WKB-H
1211;05.1.1;11.05.11.1;Glass- water- WKB-M/L
1212;05.1.1;11.05.11.1;Glass- wine- multipack- WKB-M/L
1213;05.1.1;11.05.11.1;Glass- wine- SB
1214;05.1.1;11.05.11.1;Glass- wine- small- multipack- WKB-M/L
1215;05.1.1;11.05.11.1;Glass- wine- WKB-H
1216;05.1.1;11.05.11.1;Glass- wine- WKB-M/L
1217;05.1.1;11.05.11.1;Mug- earthenware- BL
1218;05.1.1;11.05.11.1;Rolling pin- BL
1219;05.1.1;11.05.11.1;Sauce pan- stainless steel- WKB-H
1220;05.1.1;11.05.11.1;Soup ladle- plastic- BL
1221;05.1.1;11.05.11.1;Soup ladle- WKB-M/L
1222;05.1.1;11.05.11.1;Thermos bottle- 0.7 - 0.75 l- WKB-M/L
1223;05.1.1;11.05.11.1;Thermos bottle- 1 l- WKB-M/L
1224;05.1.1;11.05.11.1;Electric drill- cordless- SB1
1225;05.1.1;11.05.11.1;Electric drill- cordless- SB2
1226;05.1.1;11.05.11.1;Electric drill- cordless- SB3
1227;05.1.1;11.05.11.2;Electric drill- impact- 550 W- SB
1228;05.1.1;11.05.11.2;Electric drill- impact- 700 W- SB
1229;05.1.1;11.05.11.2;Electric drill- impact- 850 W- SB
1230;05.1.1;11.05.11.2;Electric drill- impact- SB
1231;05.1.1;11.05.11.2;Electric screwdriver- cordless- SB
1232;05.1.1;11.05.11.2;String trimmer- electric- SB1
1233;05.1.1;11.05.11.2;String trimmer- electric- SB2
1234;05.1.1;11.05.11.2;Axe- plastic- WKB
1235;05.1.1;11.05.11.2;Battery- rechargeable- WKB
1236;05.1.1;11.05.11.2;Battery- SB
1237;05.1.1;11.05.11.2;Battery- WKB
1238;05.1.1;11.05.11.2;Claw hammer- WKB
1239;05.1.1;11.05.11.2;Combination pliers- WKB
1240;05.1.1;11.05.11.2;Cutter- BL
1241;05.1.1;11.05.11.2;Fluorescent tube- WKB
1242;05.1.1;11.05.11.2;Hammer- BL
1243;05.1.1;11.05.11.2;Light bulb- low energy- SB1
1244;05.1.1;11.05.11.2;Light bulb- low energy- SB2
1245;05.1.1;11.05.11.2;Light bulb- low energy- WKB
1246;05.1.1;11.05.11.2;Light bulb- SB
1247;05.1.1;11.05.11.2;Rake- BL
1248;05.1.1;11.05.11.2;Rake- SB
1249;05.1.1;11.05.11.2;Screwdriver- BL
1250;05.1.1;11.05.11.2;Screwdriver- SB
1251;05.1.1;11.05.11.2;Screwdriver- WKB
1252;05.1.1;11.05.11.2;Secateurs- WKB
1253;05.1.1;11.05.11.2;Air refreshener- spray- WKB
1254;05.1.1;11.05.11.2;All-purposes household cleaner- BL
1255;05.1.1;11.05.11.2;All-purposes household cleaner- SB
1256;05.1.1;11.05.11.2;All-purposes household cleaner- WKB
1257;05.1.1;11.05.11.2;Aluminium foil- BL
1258;05.1.1;11.05.11.2;Aluminium foil- WKB
1259;05.1.1;11.05.11.2;Anticalcareous for washing machine- powder- SB
1260;05.1.1;11.05.11.2;Anticalcareous for washing machine- tabs- SB
1261;05.1.1;11.05.11.2;Bleach- WKB
1262;05.1.1;11.05.11.3;Broom- BL
1263;05.1.1;11.05.11.3;Cleaner for WC- WKB
1264;05.1.1;11.05.11.3;Cleaning cloth- WKB
1265;05.1.1;11.05.11.3;Cleaning liquid for windows- WKB
1266;05.1.1;11.05.11.3;Coffee filters- 25 - 50 pieces- WKB
1267;05.1.1;11.05.11.3;Coffee filters- 80 - 100 pieces- WKB
1268;05.1.1;11.05.11.3;Detergent for dish washer- all-in-1 tabs- bigger package- SB
1269;05.1.1;11.05.11.3;Detergent for dish washer- all-in-1 tabs- small package- SB
1270;05.1.1;11.05.11.3;Detergent for dish washer- powder- bigger package- WKB
1271;05.1.1;11.05.11.3;Detergent for dish washer- powder- small package- WKB
1272;05.1.1;11.05.11.3;Detergent for handwash- granulated- WKB
1273;05.1.1;11.05.11.3;Detergent for washing machine- liquid/gel- SB
1274;05.1.1;11.05.11.3;Detergent for washing machine- liquid/gel- WKB
1275;05.1.1;11.05.11.3;Detergent for washing machine- powder- concentrated- bigger package- WKB
1276;05.1.1;11.05.11.3;Detergent for washing machine- powder- concentrated- SB
1277;05.1.1;11.05.11.3;Detergent for washing machine- powder- concentrated- smaller package- WKB
1278;05.1.1;11.05.11.3;Detergent for washing machine- powder- not concentrated- BL
1279;05.1.1;11.05.11.3;Detergent for washing machine- powder- not concentrated- WKB
1280;05.1.1;11.05.11.3;Detergent for washing machine- tabs- WKB
1281;05.1.1;11.05.11.3;Detergent for wool and silk- WKB
1282;05.1.1;11.05.11.3;Dish washing brush- BL
1283;05.1.1;11.05.11.3;Dish washing liquid- concentrated- WKB
1284;05.1.1;11.05.11.3;Dish washing liquid- not concentrated- WKB
1285;05.1.1;11.05.11.3;Fabric softener- BL
1286;05.1.1;11.05.11.3;Fabric softener- SB
1287;05.1.1;11.05.11.3;Fabric softener- WKB
1288;05.1.1;11.05.11.3;Furniture polish- WKB
1289;05.1.1;11.05.11.3;Household candles- box- BL
1290;05.1.1;11.05.11.3;Household gloves- WKB
1291;05.1.1;11.05.11.3;Insecticide spray- WKB
1292;05.1.1;11.05.11.3;Instant shoe polish- SB
1293;05.1.1;11.05.11.3;Kitchen paper roll- BL
1294;05.1.1;11.05.11.3;Kitchen paper roll- WKB
1295;05.1.1;11.05.11.3;Liquid scourer- SB
1296;05.1.1;11.05.11.3;Plastic cups- BL
1297;05.1.1;11.05.11.4;Polish for wooden floors- WKB
1298;05.1.1;11.05.11.4;Scourer sponge- BL
1299;05.1.1;11.05.11.4;Scourer sponge- WKB
1300;05.1.1;11.05.11.4;Shoe polish- tin- WKB
1301;05.1.1;11.05.11.4;Shoe polish- with sponge- SB
1302;05.1.1;11.05.11.4;Stain remover- for clothes- WKB
1303;05.1.1;11.05.11.4;Tea light candles- BL
1304;05.1.1;11.05.11.4;Washing liquid for wooden floors- WKB
1305;05.1.1;11.05.11.4;Baby sitting- not registered- 1 visit (5 h)
1306;05.1.1;11.05.11.4;Domestic servant (housework)- not registered- hourly rate
1307;05.1.1;11.05.11.4;Domestic servant (housework)- not registered- weekly service
1308;05.1.1;11.05.11.4;Domestic servant (housework)- registered- hourly rate
1309;05.1.1;11.05.11.4;Domestic services- cleaning company- 1 visit (4 h)
1310;05.1.1;11.05.11.4;Cleaning- rug- per m2
1311;05.1.1;11.05.11.4;Dry-cleaning- blanket
1312;05.1.1;11.05.11.4;Laundry- 5 kg
1313;05.1.1;11.05.11.4;Laundry- per piece
1314;05.1.1;11.05.11.4;Washing- quilted down/feather duvet
1315;05.1.1;11.05.11.4;Washing- quilted synthetic filled duvet
1316;05.1.1;11.05.11.4;Acetylsalicylic acid- type 1
1317;05.1.1;11.05.11.4;Acetylsalicylic acid- type 2
1318;05.1.1;11.05.11.4;Acetylsalicylic acid- type 3
1319;05.1.1;11.05.11.4;Acetylsalicylic acid- type 4
1320;05.1.1;11.05.11.4;Aciclovir- type 1
1321;05.1.1;11.05.11.4;Aciclovir- type 2
1322;05.1.1;11.05.11.4;Aciclovir- type 3
1323;05.1.1;11.05.11.4;Allopurinol
1324;05.1.1;11.05.11.4;Alprazolam- type 1
1325;05.1.1;11.05.11.4;Alprazolam- type 2
1326;05.1.1;11.05.11.4;Alprazolam- type 3
1327;05.1.1;11.05.11.4;Amlodipine- type 1
1328;05.1.1;11.05.11.4;Amlodipine- type 2
1329;05.1.1;11.05.11.4;Amlodipine- type 3
1330;05.1.1;11.05.11.4;Amlodipine- type 4
1331;05.1.1;11.05.11.4;Amlodipine- type 5
1332;05.1.2;11.05.12.1;Amlodipine- type 6
1333;05.1.2;11.05.12.1;Amlodipine- type 7
1334;05.1.2;11.05.12.1;Amoxicillin + Clavulanic acid
1335;05.1.2;11.05.12.1;Amoxicillin- type 1
1336;05.1.2;11.05.12.1;Amoxicillin- type 2
1337;05.1.2;11.05.12.1;Atenolol
1338;05.1.2;11.05.12.1;Azithromycin- type 1
1339;05.1.2;11.05.12.1;Azithromycin- type 2
1340;05.1.2;11.05.12.1;Bisacodyl
1341;05.1.2;11.05.12.1;Bisoprolol- type 1
1342;05.1.2;11.05.12.1;Bisoprolol- type 2
1343;05.1.2;11.05.12.1;Bisoprolol- type 3
1344;05.1.2;11.05.12.1;Carvedilol
1345;05.1.2;11.05.12.1;Cetirizine- type 1
1346;05.1.2;11.05.12.1;Cetirizine- type 2
1347;05.1.2;11.05.12.1;Ciprofloxacin- type 1
1348;05.1.2;11.05.12.1;Ciprofloxacin- type 2
1349;05.1.2;11.05.12.1;Citalopram- type 1
1350;05.1.2;11.05.12.1;Citalopram- type 2
1351;05.1.2;11.05.12.1;Citalopram- type 3
1352;05.2.1;11.05.21.1;Clarithromycin- type 1
1353;05.2.1;11.05.21.1;Clarithromycin- type 2
1354;05.2.1;11.05.21.1;Clopidogrel- type 1
1355;05.2.1;11.05.21.1;Clopidogrel- type 2
1356;05.2.1;11.05.21.1;Clopidogrel- type 3
1357;05.2.1;11.05.21.1;Diazepam
1358;05.2.1;11.05.21.1;Diclofenac- type 1
1359;05.2.1;11.05.21.1;Diclofenac- type 2
1360;05.2.1;11.05.21.1;Diclofenac- type 3
